Company ,Car Name,Engine,CC,HP (Horsepower),Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
HYUNDAI,Tiburon,2.0L Inline-4,2000.0,160.0,200.0,8.2,19000.0,Petrol,4,320.0
HYUNDAI,Elantra GT,1.6L Turbo GDI 4-cylinder,2000.0,160.0,200.0,8.3,22000.0,Petrol,5,320.0
Nissan,NV1500,4.0L V6,3954.0,261.0,160.0,9.5,33000.0,Petrol,12,385.0
Volkswagen,Golf GTI,2.0L Turbo I4,1984.0,245.0,250.0,5.9,31965.0,Petrol,5,350.0
Volkswagen,Golf R,2.0L Turbo I4,1984.0,315.0,250.0,4.6,44640.0,Petrol,5,420.0
Volkswagen,Polo GTI,2.0L Turbo I4,1984.0,204.0,238.0,6.7,28000.0,Petrol,5,320.0
Volkswagen,Up! GTI,1.0L Turbo I3,999.0,115.0,196.0,8.8,20000.0,Petrol,4,200.0
Volkswagen,Touareg R,Plug-in Hybrid V6,2995.0,462.0,250.0,5.1,70000.0,Hybrid,5,700.0
Volkswagen,Scirocco R,2.0L Turbo I4,1984.0,280.0,250.0,5.5,40000.0,Petrol,4,350.0
Volkswagen,Corrado,2.9L VR6,2861.0,190.0,235.0,6.4,25000.0,Petrol,4,245.0
Volkswagen,Santana,1.5L I4 Gas,1498.0,110.0,190.0,12.9,15000.0,Petrol,5,145.0
Volkswagen,Taos,1.5L I4 Turbo,1498.0,158.0,193.0,8.4,24000.0,Petrol,5,250.0
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956.0,421.0,250.0,4.9,70000.0,Petrol,5,770.0
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395.0,150.0,200.0,7.5,30000.0,Petrol,4,250.0
Volkswagen,Golf Country,1.8L I4 Gas,1781.0,98.0,165.0,12,25000.0,Petrol,5,170.0
Volkswagen,Jetta GLI,2.0L I4 Turbo,1984.0,228.0,250.0,6.5,31000.0,Petrol,5,350.0
Volkswagen,Golf R32,3.2L VR6,3189.0,240.0,250.0,6.2,40000.0,Petrol,5,320.0
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781.0,137.0,220.0,7.1,35000.0,Petrol,4,230.0
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968.0,184.0,230.0,7.5,38000.0,Diesel,5,380.0
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598.0,272.0,200.0,4.1,45000.0,Petrol,5,400.0
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,170.0,210.0,8.6,28000.0,Hybrid,5,250.0
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984.0,300.0,240.0,6.7,30000.0,Petrol,5,320.0
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,170.0,210.0,8.6,28000.0,Hybrid,5,250.0
Volkswagen,Golf TGI,1.5L I4 CNG,1498.0,130.0,220.0,8.8,30000.0,Petrol,5,200.0
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984.0,220.0,246.0,6.5,35000.0,Petrol,4,350.0
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199.0,61.0,165.0,14.5,20000.0,Diesel,4,140.0
Volkswagen,Polo Beats,1.0L I3 Turbo,999.0,95.0,187.0,9.5,22000.0,Petrol,5,175.0
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,215.0,210.0,7.4,32000.0,Hybrid,5,330.0
Volkswagen,Golf TCR,2.0L I4 Turbo,1984.0,290.0,250.0,5.6,40000.0,Petrol,5,370.0
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984.0,280.0,250.0,5.6,50000.0,Petrol,5,350.0
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984.0,228.0,250.0,6.5,31000.0,Petrol,5,350.0
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984.0,174.0,205.0,7,25000.0,Petrol,4,250.0
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984.0,207.0,237.0,6.7,30000.0,Petrol,5,320.0
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984.0,265.0,250.0,5.9,45000.0,Petrol,4,380.0
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968.0,190.0,220.0,8,40000.0,Diesel,5,400.0
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981.0,443.0,308.0,3.5,131300.0,Petrol,4,528.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.2,106500.0,Petrol,4,450.0
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981.0,443.0,306.0,3.4,113300.0,Petrol,4,528.0
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,289.0,4.4,121300.0,Petrol,4,450.0
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745.0,572.0,320.0,2.7,197200.0,Petrol,4,750.0
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745.0,640.0,330.0,2.6,230400.0,Petrol,4,800.0
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318.0,3.4,161100.0,Petrol,2,469.0
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996.0,518.0,296.0,3.2,241300.0,Petrol,2,465.0
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.4,222000.0,Petrol,2,570.0
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988.0,300.0,275.0,4.9,63400.0,Petrol,2,380.0
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497.0,350.0,285.0,4.4,75400.0,Petrol,2,420.0
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995.0,414.0,302.0,4.2,100200.0,Petrol,2,420.0
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996.0,493.0,315.0,3.2,141700.0,Petrol,2,450.0
Porsche,718 Boxster,2.0L Turbo Flat-4,1988.0,300.0,275.0,4.9,65500.0,Petrol,2,380.0
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988.0,300.0,275.0,4.7,69600.0,Petrol,2,380.0
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995.0,394.0,293.0,4.3,90300.0,Petrol,2,430.0
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995.0,414.0,301.0,4.1,98300.0,Petrol,2,420.0
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894.0,325.0,265.0,5.6,92300.0,Petrol,4,450.0
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894.0,462.0,280.0,4.4,113300.0,Hybrid,4,700.0
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894.0,325.0,265.0,5.5,101400.0,Petrol,4,450.0
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996.0,690.0,315.0,3.2,200200.0,Hybrid,4,870.0
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894.0,560.0,295.0,3.7,128900.0,Hybrid,4,750.0
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894.0,325.0,265.0,5.6,98300.0,Petrol,4,450.0
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996.0,473.0,300.0,3.9,136900.0,Petrol,4,620.0
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996.0,550.0,306.0,3.8,175200.0,Petrol,4,770.0
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996.0,570.0,310.0,3.8,290000.0,Petrol,4,800.0
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894.0,443.0,289.0,4.1,105000.0,Petrol,4,550.0
Porsche,Macan Base,2.0L Turbo Inline-4,1984.0,265.0,232.0,6.4,58000.0,Petrol,5,400.0
Porsche,Macan T,2.0L Turbo Inline-4,1984.0,265.0,233.0,6.2,63000.0,Petrol,5,400.0
Porsche,Macan S,2.9L Twin-Turbo V6,2894.0,375.0,259.0,4.6,70400.0,Petrol,5,520.0
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894.0,434.0,272.0,4.3,82900.0,Petrol,5,550.0
Porsche,Cayenne Base,3.0L Turbocharged V6,2995.0,335.0,245.0,5.9,72200.0,Petrol,5,450.0
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995.0,455.0,253.0,4.8,91000.0,Hybrid,5,700.0
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894.0,434.0,263.0,4.7,94300.0,Petrol,4,550.0
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996.0,631.0,300.0,3.3,182150.0,Petrol,4,850.0
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995.0,335.0,245.0,5.8,79000.0,Petrol,5,450.0
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996.0,670.0,295.0,3.6,167800.0,Hybrid,4,900.0
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996.0,453.0,270.0,4.5,111200.0,Petrol,4,620.0
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967.0,262.0,221.0,7.3,69000.0,Diesel,5,580.0
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995.0,380.0,242.0,6.5,85500.0,Hybrid,5,580.0
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996.0,728.0,295.0,3.6,182900.0,Hybrid,4,950.0
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,250.0,6,34395.0,Petrol,5,350.0
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700.0,325.0,260.0,4.9,46595.0,Petrol,5,500.0
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240.0,6.6,38195.0,Petrol,5,350.0
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000.0,360.0,250.0,4.6,50995.0,Petrol,5,550.0
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.2,106100.0,Petrol,4,450.0
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981.0,443.0,304.0,3.9,129900.0,Petrol,4,530.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.4,113300.0,Petrol,4,450.0
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,311.0,3.3,137000.0,Petrol,4,570.0
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,307.0,3.5,157300.0,Petrol,4,570.0
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745.0,572.0,320.0,2.9,184100.0,Petrol,4,750.0
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745.0,640.0,330.0,2.7,207000.0,Petrol,4,800.0
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318.0,3.9,170000.0,Petrol,2,470.0
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996.0,525.0,296.0,3.2,223800.0,Petrol,2,465.0
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.4,222000.0,Petrol,4,570.0
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981.0,473.0,311.0,3.2,145300.0,Petrol,4,570.0
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981.0,379.0,289.0,4.3,135500.0,Petrol,4,450.0
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745.0,607.0,330.0,2.9,258000.0,Petrol,4,750.0
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745.0,700.0,340.0,2.8,293200.0,Petrol,2,750.0
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996.0,510.0,290.0,3.4,245000.0,Petrol,1,470.0
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996.0,500.0,315.0,3.4,222000.0,Petrol,2,450.0
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194.0,515.0,296.0,3.1,750000.0,Petrol,1,480.0
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.4,116000.0,Petrol,4,450.0
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745.0,572.0,318.0,3,191300.0,Petrol,4,750.0
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.5,233000.0,Petrol,4,570.0
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,13,8200.0,Petrol,5,113.0
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,12.5,11300.0,Petrol,5,113.0
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199.0,110.0,180.0,10,12000.0,Petrol,5,140.0
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199.0,86.0,165.0,12,11800.0,CNG/Petrol,5,113.0
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,13.5,9200.0,Petrol,5,113.0
Tata Motors,Nano GenX,624cc MPFI,624.0,37.0,105.0,29,4000.0,Petrol,4,51.0
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396.0,70.0,155.0,16,6200.0,Diesel,5,140.0
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193.0,65.0,140.0,16,5000.0,Petrol,5,100.0
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,13,9400.0,Petrol,5,113.0
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396.0,70.0,155.0,16.5,6500.0,Diesel,5,140.0
Cadillac,Escalade,6.2L V8 Gasoline,6200.0,420.0,210.0,6.8,79295.0,Petrol,7,624.0
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396.0,70.0,150.0,17,7000.0,Diesel,5,140.0
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396.0,85.0,160.0,15,7200.0,Petrol,5,115.0
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200.0,420.0,205.0,6.9,82295.0,Petrol,7,624.0
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180.0,11,23000.0,Diesel,5,350.0
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180.0,11,25500.0,Diesel,7,350.0
Tata Motors,Punch,1.2L Revotron Petrol,1199.0,86.0,160.0,16,10500.0,Petrol,5,113.0
Tata Motors,Hexa,2.2L Varicor Diesel,2179.0,154.0,180.0,12,20000.0,Diesel,7,400.0
Tata Motors,Aria,2.2L Dicor Diesel,2179.0,138.0,162.0,13,19000.0,Diesel,7,320.0
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956.0,85.0,125.0,17.6,15000.0,Diesel,7,250.0
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179.0,118.0,140.0,15,16500.0,Diesel,7,250.0
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600.0,285.0,180.0,6.8,35195.0,Petrol,4,353.0
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000.0,270.0,180.0,7.1,42100.0,Petrol,4,400.0
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7,41530.0,Petrol,5,352.0
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7.2,43530.0,Petrol,7,352.0
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400.0,180.0,195.0,8.5,37695.0,Petrol,5,230.0
Jeep,Compass,2.0L Turbo Gasoline,2000.0,200.0,200.0,7.8,31590.0,Petrol,5,320.0
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300.0,177.0,200.0,8.7,28345.0,Petrol,5,285.0
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.1,38775.0,Petrol,5,353.0
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700.0,392.0,190.0,7.4,63595.0,Petrol,8,548.0
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400.0,471.0,190.0,6,91495.0,Petrol,8,617.0
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.6,51570.0,Petrol,5,353.0
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700.0,357.0,190.0,7.3,66575.0,Petrol,5,529.0
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200.0,271.0,195.0,7.6,41295.0,Petrol,5,324.0
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400.0,470.0,160.0,4.5,82495.0,Petrol,4,637.0
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.6,37490.0,Petrol,5,350.0
Cadillac,XT5,3.6L V6 Gasoline,3600.0,310.0,210.0,6.5,44195.0,Petrol,5,366.0
Cadillac,XT6,3.6L V6 Gasoline,3600.0,310.0,210.0,6.9,48595.0,Petrol,7,366.0
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200.0,682.0,200.0,4.4,149990.0,Petrol,7,885.0
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200.0,420.0,210.0,6.8,104595.0,Petrol,7,624.0
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200.0,668.0,320.0,3.4,92000.0,Petrol,5,893.0
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600.0,472.0,290.0,3.9,60495.0,Petrol,5,603.0
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.4,41390.0,Petrol,5,350.0
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.5,51095.0,Petrol,5,366.0
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.9,57095.0,Petrol,7,366.0
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240.0,6.8,41290.0,Petrol,5,350.0
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.7,14595.0,Petrol,5,127.0
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400.0,138.0,190.0,8.5,16720.0,Petrol,5,200.0
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8,25000.0,Petrol,5,250.0
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000.0,275.0,240.0,5.4,26400.0,Petrol,4,400.0
Chevrolet,Corvette,6.2L V8 Gasoline,6200.0,495.0,312.0,3,65895.0,Petrol,2,637.0
Chevrolet,Traverse,3.6L V6 Gasoline,3600.0,310.0,210.0,7,35915.0,Petrol,7,360.0
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.9,26600.0,Petrol,5,275.0
Chevrolet,Blazer,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,44000.0,Petrol,5,366.0
Chevrolet,Tahoe,5.3L V8 Gasoline,5300.0,355.0,200.0,7.5,56995.0,Petrol,7,519.0
Chevrolet,Suburban,5.3L V8 Gasoline,5300.0,355.0,190.0,7.6,59900.0,Petrol,8,519.0
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.8,30695.0,Petrol,5,583.0
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7,42795.0,Petrol,6,519.0
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600.0,401.0,170.0,8,41500.0,Petrol,6,629.0
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600.0,445.0,160.0,8.5,45500.0,Diesel,6,1234.0
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300.0,155.0,200.0,9.4,23100.0,Petrol,5,236.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.8,33500.0,Petrol,5,353.0
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200.0,650.0,318.0,3.5,67300.0,Petrol,4,881.0
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200.0,495.0,312.0,3,65895.0,Petrol,2,637.0
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300.0,355.0,180.0,7,61595.0,Petrol,6,519.0
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300.0,355.0,180.0,7,55895.0,Petrol,6,519.0
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.1,50895.0,Petrol,6,519.0
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800.0,181.0,160.0,9.1,48295.0,Diesel,5,500.0
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600.0,310.0,210.0,7,46600.0,Petrol,7,360.0
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.8,33400.0,Petrol,5,275.0
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,48900.0,Petrol,5,366.0
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200.0,455.0,290.0,4.3,43500.0,Petrol,4,617.0
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200.0,460.0,290.0,3.9,65900.0,Petrol,2,630.0
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600.0,310.0,210.0,7,43700.0,Petrol,7,360.0
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,45000.0,Petrol,5,366.0
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8.5,25800.0,Petrol,5,250.0
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,11,17595.0,Petrol,5,127.0
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200.0,137.0,200.0,9.2,24100.0,Petrol,5,220.0
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.9,28400.0,Petrol,5,275.0
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600.0,445.0,160.0,8.5,75700.0,Diesel,6,1234.0
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.9,29200.0,Petrol,5,583.0
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,7,82400.0,Petrol,8,624.0
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.5,33900.0,Petrol,6,413.0
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.9,14395.0,Petrol,5,127.0
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600.0,310.0,210.0,7.1,37200.0,Petrol,7,360.0
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500.0,193.0,200.0,9,36100.0,Petrol,5,255.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.8,34500.0,Petrol,5,353.0
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.8,31900.0,Petrol,5,275.0
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.6,34900.0,Petrol,6,413.0
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600.0,445.0,160.0,8.4,56400.0,Diesel,6,1234.0
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,64100.0,Petrol,7,519.0
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300.0,355.0,180.0,5.1,64400.0,Petrol,8,519.0
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300.0,355.0,180.0,7.5,56995.0,Petrol,8,519.0
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,62495.0,Petrol,8,519.0
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,64100.0,Petrol,7,519.0
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300.0,355.0,180.0,7.6,66700.0,Petrol,7,519.0
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,71600.0,Petrol,7,624.0
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,6.7,76700.0,Petrol,7,624.0
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300.0,355.0,180.0,7.5,65500.0,Petrol,8,519.0
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,70000.0,Petrol,7,624.0
GMC,Terrain,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,29900.0,Petrol,5,275.0
GMC,Acadia,2.0L Turbo 4-cylinder,2000.0,228.0,200.0,7.8,36800.0,Petrol,7,350.0
GMC,Yukon,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,57400.0,Petrol,8,519.0
GMC,Yukon XL,6.2L V8 Gasoline,6200.0,420.0,200.0,6.9,61100.0,Petrol,8,624.0
GMC,Canyon,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,36900.0,Petrol,5,583.0
GMC,Sierra 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.3,37100.0,Petrol,6,519.0
GMC,Sierra 2500HD,6.6L V8 Diesel,6600.0,401.0,175.0,7.5,43900.0,Diesel,6,629.0
GMC,Sierra 3500HD,6.6L V8 Diesel,6600.0,445.0,175.0,7.4,49000.0,Diesel,6,1234.0
GMC,Yukon Denali,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,72800.0,Petrol,8,624.0
GMC,Sierra Denali,6.2L V8 Gasoline,6200.0,420.0,190.0,6.7,66800.0,Petrol,6,624.0
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.6,36500.0,Petrol,5,275.0
GMC,Acadia AT4,3.6L V6 Gasoline,3600.0,310.0,210.0,7.6,41400.0,Petrol,6,366.0
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,53800.0,Petrol,6,519.0
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600.0,401.0,175.0,7.5,72200.0,Diesel,6,1234.0
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,45000.0,Petrol,5,583.0
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,43900.0,Petrol,5,583.0
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,48000.0,Petrol,5,583.0
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200.0,420.0,200.0,6.7,93800.0,Petrol,8,624.0
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,38600.0,Petrol,5,275.0
GMC,Acadia Denali,3.6L V6 engine,3564.0,310.0,210.0,6.5,54300.0,Petrol,7,366.0
